facility_id,common_name,address,city,zip_code,block_lot,owned_leased,dept_id,department_name,gross_sq_ft,longitude,latitude,geom,supervisor_district,city_tenants
,,,,,,,,,,,,,,
970,Kelloch/Velasco Maintenance Shed,100 Velasco Ave,San Francisco,94134,6361002,Own,49,Recreation And Parks,48,-122.4129572,37.70825467,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.708254669999974', 'longitude': '-122.41295723899998'}",,
,,,,,,,,,,,,,,
1225,Palo Alto Pumps,Palo Alto Ave & Glenbrook Ave,San Francisco,94131,2721011,Own,47,Public Utilities Commission,,-122.4484762,37.75721279,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75721279499999', 'longitude': '-122.448476229'}",7,
,,,,,,,,,,,,,,
3115,ZSFGH - Main Hospital - Building 5,1001 Potrero Ave,San Francisco,94110,4154001,Own,72,Public Health,,-122.4046334,37.75546907,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75546907099999', 'longitude': '-122.40463337599999'}",10,
,,,,,,,,,,,,,,
183,Bessie Carmichael / Filipino Education Ctr (6-8),824 Harrison St,San Francisco,94107,3752012,Own,16,School District (Sfusd),13654,-122.4004792,37.78055488,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78055488299998', 'longitude': '-122.40047915999997'}",6,
,,,,,,,,,,,,,,
631,Elk Glen Pump Station,Martin Luther King  Jr Dr & 25th Ave,San Francisco,94117,1263011,Own,49,Recreation And Parks,3180,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1579,Sharon Arts Studio,320 Bowling Green Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,11376,-122.4590701,37.76896208,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76896208400001', 'longitude': '-122.45907005700002'}",5,
,,,,,,,,,,,,,,
767,Garfield Elementary,420 Filbert St,San Francisco,94133,87072,Own,16,School District (Sfusd),33800,-122.406532,37.80193504,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80193503700002', 'longitude': '-122.40653202300001'}",3,
,,,,,,,,,,,,,,
909,J.M. Woods Div-Operators,1001 22nd St,San Francisco,94107,4171021,Own,42,Municipal Transportation Agency,,-122.3916358,37.75758935,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75758935099998', 'longitude': '-122.39163581399998'}",10,
,,,,,,,,,,,,,,
157,Balboa Park West Bathrooms,51 Havelock St,San Francisco,94112,3179011,Own,49,Recreation And Parks,,-122.4442506,37.72518274,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.72518273700001', 'longitude': '-122.44425062900001'}",11,
,,,,,,,,,,,,,,
1826,Vista Francisco Pump,39 Crestline Dr,San Francisco,94112,2844008,Own,49,Recreation And Parks,,-122.4467547,37.75032177,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75032176600001', 'longitude': '-122.44675473500001'}",8,
,,,,,,,,,,,,,,
1967,Pier 70 - Pier 68 - Building #149,590 20TH ST,San Francisco,94107,9900501,Own,46,Port,600,-122.3859523,37.7620301,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.762030099000015', 'longitude': '-122.38595231199997'}",10,
,,,,,,,,,,,,,,
184,Bessie Carmichael Elementary,375 07th St,San Francisco,94103,3754063,Own,16,School District (Sfusd),56358,-122.406688,37.77610458,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77610457600002', 'longitude': '-122.406688003'}",6,
,,,,,,,,,,,,,,
186,Big Rec Bathroom,Nancy Pelosi Dr & Martin Luther King Jr Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1190,Northern Station,1125 Fillmore St,San Francisco,94115,755013,Own,45,Police Department,18000,-122.4323904,37.78016114,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78016114100001', 'longitude': '-122.432390435'}",5,
,,,,,,,,,,,,,,
1007,1315-1319 Evans Ave,1315-1319 Evans Ave,San Francisco,94124,5237037,Lease,9,Non-City,,-122.3833443,37.7398193,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73981930000002', 'longitude': '-122.38334430700002'}",10,Adult Probation
,,,,,,,,,,,,,,
1554,SFPUC Headquarters,525 Golden Gate ave,San Francisco,94102,766001,Own,47,Public Utilities Commission,,-122.418926,37.78111073,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78111073299999', 'longitude': '-122.41892603999997'}",6,
,,,,,,,,,,,,,,
1068,Mather Bath House C,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8530541,37.88096186,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88096186000001', 'longitude': '-119.85305409'}",,
,,,,,,,,,,,,,,
369,Cabrillo Storage Shed,858 38th Ave,San Francisco,94121,1681013,Own,49,Recreation And Parks,,-122.4987165,37.77310621,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77310620899999', 'longitude': '-122.49871646000003'}",1,
,,,,,,,,,,,,,,
974,Kezar Stadium Maintenance Facility,755 Stanyan St,San Francisco,94117,1263011,Own,49,Recreation And Parks,40464,-122.4538742,37.7674425,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76744250399997', 'longitude': '-122.45387417199998'}",5,
,,,,,,,,,,,,,,
1176,MUNI-Fillmore substation,1150 Fillmore St,San Francisco,94115,756015,Own,42,Municipal Transportation Agency,4774,-122.4318159,37.78037679,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78037678700002', 'longitude': '-122.43181593700001'}",5,
,,,,,,,,,,,,,,
3027,POTRERO DIVISION,2500 Mariposa St,San Francisco,94110,3971001,Own,42,Municipal Transportation Agency,101510,-122.4087926,37.76332958,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76332958299997', 'longitude': '-122.408792646'}",10,
,,,,,,,,,,,,,,
3238,555 Selby St,555 Selby St,San Francisco,94124,5250015,Own,78,Gsa - Office Of Contract Administration,,-122.3952053,37.74394789,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.743947889000026', 'longitude': '-122.395205293'}",10,
,,,,,,,,,,,,,,
1681,Sunol Water Temple,505 Paloma Way,Sunol,94586,,Own,47,Public Utilities Commission,,-121.8855064,37.5854729,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.58547290400003', 'longitude': '-121.88550641'}",,
,,,,,,,,,,,,,,
1180,Music Concourse Garage,10th Ave & Fulton St,San Francisco,94122,1263011,Own,49,Recreation And Parks,300000,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
503,Corporation Yard - Urban Forest Trailer,2221 Cesar Chavez St,San Francisco,94124,4341001,Own,47,Public Utilities Commission,,-122.4003994,37.74904859,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.749048585000025', 'longitude': '-122.40039943800002'}",10,
,,,,,,,,,,,,,,
3321,KIPP San Francisco Bay Academy,1430 Scott St,San Francisco,94115,705001,Own,16,School District (Sfusd),,-122.4374665,37.78299855,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78299854900001', 'longitude': '-122.43746647900002'}",5,
,,,,,,,,,,,,,,
738,Fire Station #35 - Fireboat Headquarters,Pier 22 1/2,San Francisco,94105,9900022H,Own,38,Fire Department,2500,-122.3884401,37.79022103,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.79022102599998', 'longitude': '-122.38844006900001'}",6,
,,,,,,,,,,,,,,
2048,Mclaren Park Bathrooms,1100 Mansell St,San Francisco,94134,6190066,Own,49,Recreation And Parks,,-122.4188142,37.71817543,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.71817542500003', 'longitude': '-122.41881424500002'}",10,
,,,,,,,,,,,,,,
1655,Stow Lake Boat Dock,50 Stow Lake Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1063,Marshall Elementary,1575 15th St,San Francisco,94103,3553031,Own,16,School District (Sfusd),34300,-122.4190075,37.76645523,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76645523100001', 'longitude': '-122.41900747300002'}",9,
,,,,,,,,,,,,,,
3055,EQUIP/HAYBARN LOG CABIN,500 Log Cabin Ranch Rd,La Honda,94020,,Own,21,Juvenile Probation,,-122.256459,37.30479053,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.30479052599998', 'longitude': '-122.25645900699999'}",,
,,,,,,,,,,,,,,
896,Ingleside Branch,1298 Ocean Ave,San Francisco,94112,3199017,Own,48,Public Library,6100,-122.4562648,37.72405709,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.724057087000006', 'longitude': '-122.45626483000001'}",7,
,,,,,,,,,,,,,,
483,City Distribution Division,2000 Newcomb Ave,San Francisco,94124,5281006,Own,47,Public Utilities Commission,67500,-122.3951049,37.73850769,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73850768800003', 'longitude': '-122.395104892'}",10,
,,,,,,,,,,,,,,
359,Cabins #112 & #114,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
811,Glen Park Rec Center,70 Elk St,San Francisco,94131,7560002,Own,49,Recreation And Parks,15200,-122.4408457,37.73713483,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73713482800002', 'longitude': '-122.44084569'}",8,
,,,,,,,,,,,,,,
942,Joe Dimaggio Clubhouse,651 Lombard St,San Francisco,94133,75002,Own,49,Recreation And Parks,3813,-122.4121231,37.80278224,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80278223800002', 'longitude': '-122.41212309100001'}",3,
,,,,,,,,,,,,,,
1488,1360 Mission St,1360 Mission St,San Francisco,94103,3508024,Lease,9,Non-City,,-122.4155346,37.77582256,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.775822560999984', 'longitude': '-122.41553464200001'}",6,Public Health: Human Services Agency
,,,,,,,,,,,,,,
455,CENTRAL SUBWAY PROJECT CHINATOWN STATION SITE,933-949 Stockton St,San Francisco,94108,211001,Own,42,Municipal Transportation Agency,10053,-122.4082743,37.79465669,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.79465668500001', 'longitude': '-122.40827426099997'}",3,
,,,,,,,,,,,,,,
3197,SE PRI EFF PUMP STATION 062,1800 Oakdale Ave,San Francisco,94124,5304005,Own,47,Public Utilities Commission,,-122.3936316,37.73789094,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73789094199998', 'longitude': '-122.39363158100002'}",10,
,,,,,,,,,,,,,,
20,1715 Yosemite Ave,1715 Yosemite Ave,San Francisco,94124,5418009,Own,63,Gsa - Real Estate Division,2495,-122.3940602,37.72789925,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.727899245', 'longitude': '-122.39406023599997'}",10,
,,,,,,,,,,,,,,
727,Fire Station #44,1298 Girard St,San Francisco,94134,6194010,Own,38,Fire Department,8450,-122.4004336,37.71662054,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.71662053599999', 'longitude': '-122.40043363900003'}",10,
,,,,,,,,,,,,,,
3310,LRV Station-Eureka (Closed),Eureka St and Market St,San Francisco,94131,,Own,42,Municipal Transportation Agency,,-122.4381637,37.76183997,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76183997499999', 'longitude': '-122.43816372999999'}",8,
,,,,,,,,,,,,,,
294,Cabin #20,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
1568,SFUSD -- Buildings and Grounds,834 Toland St,San Francisco,94124,5588A001,Own,16,School District (Sfusd),,-122.4011771,37.74212791,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.742127907999986', 'longitude': '-122.40117705300003'}",10,
,,,,,,,,,,,,,,
1403,RICHMOND SUBSTATION,435 8th Ave,San Francisco,94118,1536004,Own,42,Municipal Transportation Agency,5998,-122.466586,37.78019304,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.780193043', 'longitude': '-122.46658603200001'}",1,
,,,,,,,,,,,,,,
1360,Pulgas Dechloramination Facility,66 Canada Rd,Redwood City,94062,,Own,47,Public Utilities Commission,8000,-122.3152542,37.48195722,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.481957221000016', 'longitude': '-122.31525421399999'}",,
,,,,,,,,,,,,,,
360,Cabins #115 & #116,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
957,Junipero Serra Annex CDC,155 Appleton Ave,San Francisco,94110,5710005,Own,16,School District (Sfusd),5800,-122.4225992,37.73845826,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73845825799998', 'longitude': '-122.42259917000001'}",9,
,,,,,,,,,,,,,,
936,Jefferson Early Education,1350 25th Ave,San Francisco,94122,1779007,Own,16,School District (Sfusd),2400,-122.4831672,37.76231994,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76231994300002', 'longitude': '-122.48316724799997'}",4,
,,,,,,,,,,,,,,
117,Alta Plaza Maintenance Facilities,2599 Jackson St,San Francisco,94115,607001,Own,49,Recreation And Parks,1200,-122.4382282,37.79120499,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.791204987000015', 'longitude': '-122.43822817099999'}",2,
,,,,,,,,,,,,,,
848,Harding Park Maintenance Bldg,99 Harding Rd,San Francisco,94132,7283004,Own,49,Recreation And Parks,8001,-122.493607,37.72378591,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.723785905', 'longitude': '-122.49360696500003'}",7,
,,,,,,,,,,,,,,
342,Cabin #9,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
1215,Paint & Carpentry Shop,100 Martin Luther King Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,1200,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1752,Tennis & Pro Shop,Nancy Pelosi Dr & Bowling Green Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,1500,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
3083,Pier 45 - Shed C,Pier 45,San Francisco,94133,9900501,Own,46,Port,,-122.4183436,37.81083484,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.810834838000005', 'longitude': '-122.418343645'}",3,
,,,,,,,,,,,,,,
1097,Meter Reader Trailer,Pier 33,San Francisco,94133,9900501,Own,47,Public Utilities Commission,,-122.4050663,37.80691232,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.806912318', 'longitude': '-122.40506634100001'}",3,
,,,,,,,,,,,,,,
3144,ZOO - LOWER CONCESSION BLDG.*,1 Zoo Rd,San Francisco,94132,7281009,Own,49,Recreation And Parks,,-122.5036765,37.73297203,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73297203300001', 'longitude': '-122.503676498'}",7,
,,,,,,,,,,,,,,
425,SFPD Radio Equipment,McLaren Park,San Francisco,94134,6190066,Own,49,Recreation And Parks,,-122.4188142,37.71817543,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.71817542500003', 'longitude': '-122.41881424500002'}",10,
